ID Artículo	ID Sub-Categoria	Producto	 PrecioUnitario 	 CostoUnitario 
TEC-AC-10003951	SUB_CAT-10	Logitech Numeric Keypad, USB	 $45,08 	 $26,22 
OFF-PA-10001977	SUB_CAT-140	Xerox 194	 $55,48 	 $28,85 
OFF-AP-10001568	SUB_CAT-80	Hamilton Beach Toaster, Silver	 $58,26 	 $32,64 
OFF-BI-10003025	SUB_CAT-60	Cardinal Binding Machine, Durable	 $51,27 	 $42,06 
OFF-AR-10002165	SUB_CAT-130	Boston Sketch Pad, Fluorescent	 $49,86 	 $49,86 
OFF-EN-10003296	SUB_CAT-150	Tyvek Side-Opening Peel & Seel Expanding Sobres	 $90,48 	 $49,76 
FUR-FU-10001480	SUB_CAT-120	Advantus Door Stop, Black	 $30,02 	 $20,12 
FUR-FU-10000612	SUB_CAT-120	Tenex Frame, Black	 $109,98 	 $104,49 
FUR-CH-10001831	SUB_CAT-20	Novimex Rocking Chair, Set of Two	 $133,68 	 $118,98 
TEC-CAN-10001981	SUB_CAT-40	Canon Ink, High-Speed	 $145,35 	 $98,85 
OFF-EN-10004849	SUB_CAT-150	Cameo Mailers, Security-Tint	 $40,56 	 $27,18 
OFF-ST-10004228	SUB_CAT-110	Tenex Shelving, Industrial	 $55,14 	 $38,07 
OFF-ENE-10002833	SUB_CAT-140	Enermax Cards & Sobres, Premium	 $47,10 	 $33,45 
FUR-FU-10004283	SUB_CAT-120	Tenex Door Stop, Duo Pack	 $43,95 	 $36,93 
OFF-BI-10002562	SUB_CAT-60	Ibico Binding Machine, Durable	 $52,92 	 $31,23 
OFF-FA-10003218	SUB_CAT-160	Advantus Push Pins, Assorted Sizes	 $11,88 	 $7,02 
TEC-APP-10001340	SUB_CAT-30	Apple Headset, VoIP	 $73,35 	 $63,09 
TEC-AC-10003556	SUB_CAT-10	Belkin Keyboard, Bluetooth	 $55,92 	 $52,58 
OFF-ST-10001991	SUB_CAT-110	Eldon Shelving, Wire Frame	 $31,66 	 $17,74 
TEC-PH-10001413	SUB_CAT-30	Motorola Audio Dock, with Caller ID	 $115,58 	 $82,08 
OFF-SU-10000164	SUB_CAT-70	Kleencut Box Cutter, High Speed	 $23,10 	 $12,94 
FUR-CH-10002846	SUB_CAT-20	Hon Steel Folding Chair, Black	 $52,66 	 $40,04 
TEC-PH-10001470	SUB_CAT-30	Cisco Office Telephone, with Caller ID	 $80,46 	 $70,02 
OFF-ROG-10002279	SUB_CAT-110	Rogers Box, Blue	 $23,97 	 $23,52 
TEC-AC-10003103	SUB_CAT-10	SanDisk Keyboard, Erganomic	 $79,29 	 $69,00 
TEC-BEL-10003875	SUB_CAT-10	Belkin Memory Card, Programmable	 $116,31 	 $81,42 
OFF-SAN-10002323	SUB_CAT-130	Sanford Sketch Pad, Fluorescent	 $46,74 	 $24,78 
FUR-BO-10004980	SUB_CAT-100	Bush Library with Doors, Mobile	 $244,56 	 $229,90 
OFF-AP-10004708	SUB_CAT-80	Fellowes Superior 10 Outlet Split Surge Protector	 $38,06 	 $27,02 
OFF-AR-10000058	SUB_CAT-130	Stanley Canvas, Water Color	 $52,65 	 $34,77 
OFF-ST-10000675	SUB_CAT-110	File Shuttle II and Handi-File, Black	 $33,89 	 $25,42 
TEC-CO-10004081	SUB_CAT-40	HP Personal Copier, High-Speed	 $81,66 	 $78,40 
OFF-ST-10003994	SUB_CAT-110	"Belkin 19"" Center-Weighted Shelf, Gray"	 $58,98 	 $56,03 
FUR-HON-10002424	SUB_CAT-20	Hon Steel Folding Chair, Red	 $81,42 	 $43,17 
FUR-SAU-10002043	SUB_CAT-100	Sauder Floating Shelf Set, Metal	 $194,04 	 $147,48 
FUR-CH-10002116	SUB_CAT-20	SAFCO Rocking Chair, Black	 $132,48 	 $117,93 
FUR-TA-10004757	SUB_CAT-50	Barricks Training Table, with Bottom Almacenamiento	 $318,30 	 $235,56 
TEC-AC-10004557	SUB_CAT-10	Logitech Mouse, USB	 $29,49 	 $25,68 
FUR-FU-10002722	SUB_CAT-120	Tenex Photo Frame, Erganomic	 $50,46 	 $46,44 
FUR-FU-10000225	SUB_CAT-120	Rubbermaid Photo Frame, Durable	 $48,78 	 $46,35 
TEC-MA-10002790	SUB_CAT-90	NeatDesk Desktop Scanner & Digital Filing System	 $399,99 	 $211,99 
OFF-FA-10001574	SUB_CAT-160	Accos Clamps, Bulk Pack	 $19,38 	 $10,29 
TEC-MA-10003404	SUB_CAT-90	Konica Card Printer, Durable	 $175,29 	 $126,21 
OFF-CAM-10004790	SUB_CAT-150	Cameo Peel and Seal, Set of 50	 $21,00 	 $17,64 
OFF-FEL-10004117	SUB_CAT-110	Fellowes Trays, Blue	 $57,39 	 $53,40 
OFF-AR-10003633	SUB_CAT-130	Binney & Smith Canvas, Easy-Erase	 $51,63 	 $42,87 
OFF-BI-10002632	SUB_CAT-60	Acco Binding Machine, Recycled	 $51,45 	 $37,56 
TEC-SAM-10001843	SUB_CAT-30	Samsung Audio Dock, Full Size	 $168,12 	 $146,28 
TEC-MA-10000261	SUB_CAT-90	StArteech Calculator, Red	 $37,11 	 $31,56 
FUR-CH-10002923	SUB_CAT-20	SAFCO Rocking Chair, Set of Two	 $137,16 	 $105,63 
FUR-CH-10003623	SUB_CAT-20	SAFCO Steel Folding Chair, Black	 $55,52 	 $54,98 
OFF-PA-10003982	SUB_CAT-140	SanDisk Message Books, Premium	 $15,88 	 $10,80 
FUR-FU-10002104	SUB_CAT-120	Advantus Photo Frame, Black	 $35,32 	 $22,26 
OFF-PA-10002923	SUB_CAT-140	Xerox 1942	 $48,94 	 $24,47 
OFF-ST-10002714	SUB_CAT-110	Eldon Box, Industrial	 $20,38 	 $16,00 
OFF-ST-10002362	SUB_CAT-110	Eldon Shelving, Single Width	 $32,30 	 $20,04 
OFF-EN-10002500	SUB_CAT-150	Globe Weis Peel & Seel Urgente Sobres	 $12,78 	 $7,03 
FUR-CH-10003077	SUB_CAT-20	SAFCO Bag Sillas, Adjustable	 $34,62 	 $20,78 
TEC-STA-10002650	SUB_CAT-90	StArteech Card Printer, Wireless	 $163,50 	 $119,37 
TEC-MA-10004486	SUB_CAT-90	StArteech Phone, Red	 $47,78 	 $26,28 
FUR-FU-10003605	SUB_CAT-120	Eldon Light Bulb, Durable	 $22,23 	 $12,24 
OFF-AP-10004946	SUB_CAT-80	KitchenAid Toaster, Black	 $84,75 	 $59,34 
OFF-AP-10003021	SUB_CAT-80	Breville Stove, White	 $559,68 	 $313,44 
OFF-PA-10001445	SUB_CAT-140	Eaton Cards & Sobres, Multicolor	 $46,59 	 $24,24 
FUR-FU-10002292	SUB_CAT-120	Deflect-O Door Stop, Duo Pack	 $44,01 	 $25,98 
OFF-AP-10002709	SUB_CAT-80	Breville Coffee Grinder, White	 $40,00 	 $32,00 
OFF-SU-10004627	SUB_CAT-70	Stiletto Box Cutter, High Speed	 $35,97 	 $28,08 
FUR-FU-10001718	SUB_CAT-120	Eldon Door Stop, Duo Pack	 $50,22 	 $34,68 
TEC-AC-10000512	SUB_CAT-10	Enermax Keyboard, Bluetooth	 $83,46 	 $43,41 
OFF-ST-10004346	SUB_CAT-110	Tenex Shelving, Single Width	 $54,69 	 $47,61 
OFF-AP-10004540	SUB_CAT-80	Eureka The Boss Lite 10-Amp Upright Vacuum, Blue	 $80,16 	 $57,72 
FUR-BO-10000269	SUB_CAT-100	Dania Stackable Bookrack, Pine	 $82,74 	 $53,80 
FUR-BO-10001966	SUB_CAT-100	Ikea Corner Shelving, Metal	 $81,68 	 $75,16 
TEC-AC-10001142	SUB_CAT-10	First Data FD10 PIN Pad	 $79,00 	 $71,10 
TEC-PH-10000038	SUB_CAT-30	Jawbone MINI JAMBOX Wireless Bluetooth Speaker	 $132,37 	 $125,44 
OFF-PA-10001790	SUB_CAT-140	Xerox 1910	 $48,04 	 $24,98 
TEC-AC-10001772	SUB_CAT-10	Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive	 $15,97 	 $9,74 
OFF-ST-10003089	SUB_CAT-110	Tenex Lockers, Industrial	 $136,42 	 $77,76 
OFF-AP-10000904	SUB_CAT-80	CuisinArte Coffee Grinder, Silver	 $39,36 	 $30,72 
FUR-BO-10000623	SUB_CAT-100	Safco Library with Doors, Metal	 $389,25 	 $342,54 
OFF-EN-10000975	SUB_CAT-150	Ames Manila Envelope, Set of 50	 $24,69 	 $21,24 
OFF-SU-10003267	SUB_CAT-70	Stiletto Scissors, Easy Grip	 $25,23 	 $18,69 
FUR-TA-10004667	SUB_CAT-50	Bevis Wood Table, Adjustable Height	 $535,80 	 $316,14 
OFF-PA-10000872	SUB_CAT-140	Xerox Parchment Papel, Multicolor	 $9,78 	 $8,62 
FUR-CH-10004062	SUB_CAT-20	Office Star Rocking Chair, Adjustable	 $95,60 	 $76,48 
OFF-ST-10002271	SUB_CAT-110	Rogers Shelving, Wire Frame	 $61,20 	 $42,24 
OFF-EN-10003360	SUB_CAT-150	Kraft Mailers, with clear poly window	 $41,19 	 $31,32 
TEC-SAN-10004027	SUB_CAT-10	SanDisk Memory Card, Bluetooth	 $112,41 	 $97,80 
TEC-PH-10001615	SUB_CAT-30	AT&T CL82213	 $28,99 	 $20,58 
OFF-SU-10001686	SUB_CAT-70	Kleencut Trimmer, Easy Grip	 $43,05 	 $35,31 
OFF-SU-10003456	SUB_CAT-70	Elite Letter Opener, Easy Grip	 $28,92 	 $27,48 
FUR-FU-10004017	SUB_CAT-120	"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""	 $74,67 	 $58,21 
FUR-CH-10004049	SUB_CAT-20	SAFCO Bag Sillas, Set of Two	 $51,69 	 $31,56 
TEC-AC-10000109	SUB_CAT-10	Sony Micro Vault Click 16 GB USB 2.0 Flash Drive	 $55,99 	 $42,55 
OFF-TEN-10001129	SUB_CAT-110	Tenex Shelving, Blue	 $54,66 	 $51,93 
TEC-AC-10003289	SUB_CAT-10	Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard	 $19,99 	 $15,39 
OFF-ST-10003206	SUB_CAT-110	Eldon Shelving, Blue	 $48,42 	 $25,68 
OFF-ST-10004293	SUB_CAT-110	Rogers Shelving, Industrial	 $41,74 	 $30,48 
OFF-BI-10004361	SUB_CAT-60	Avery 3-Hole Punch, Recycled	 $28,23 	 $14,70 
FUR-FU-10000140	SUB_CAT-120	Advantus Clock, Black	 $34,26 	 $24,34 
TEC-HEW-10002435	SUB_CAT-40	Hewlett Personal Copier, Digital	 $143,91 	 $118,02 
FUR-DAN-10001622	SUB_CAT-100	Dania Library with Doors, Pine	 $363,75 	 $323,76 
OFF-SU-10001879	SUB_CAT-70	Acme Trimmer, High Speed	 $44,58 	 $31,68 
OFF-HOO-10001448	SUB_CAT-80	Hoover Blender, White	 $97,92 	 $96,96 
FUR-DAN-10001340	SUB_CAT-100	Dania Corner Shelving, Mobile	 $124,59 	 $88,47 
OFF-ST-10004482	SUB_CAT-110	Rogers Shelving, Industrial	 $62,61 	 $43,83 
OFF-PA-10002479	SUB_CAT-140	Enermax Cards & Sobres, 8.5 x 11	 $35,92 	 $18,75 
OFF-ST-10004159	SUB_CAT-110	Eldon Lockers, Blue	 $197,91 	 $193,98 
TEC-AC-10000763	SUB_CAT-10	SanDisk Memory Card, USB	 $75,08 	 $48,82 
TEC-PH-10004992	SUB_CAT-30	Apple Office Telephone, Full Size	 $66,57 	 $37,29 
FUR-TA-10002979	SUB_CAT-50	Bevis Coffee Table, Rectangular	 $210,50 	 $185,24 
TEC-MA-10001308	SUB_CAT-90	Okidata Printer, Durable	 $268,62 	 $233,70 
OFF-STI-10000114	SUB_CAT-70	Stiletto Letter Opener, High Speed	 $27,78 	 $23,07 
TEC-PH-10003522	SUB_CAT-30	Apple Headset, Full Size	 $49,70 	 $27,34 
TEC-AC-10004196	SUB_CAT-10	Belkin Memory Card, USB	 $115,02 	 $111,57 
TEC-CO-10004045	SUB_CAT-40	Hewlett Ink, High-Speed	 $146,88 	 $102,84 
TEC-CO-10001846	SUB_CAT-40	Hewlett Fax and Copier, Digital	 $192,51 	 $163,65 
TEC-AC-10003447	SUB_CAT-10	Micropad Numeric Keypads	 $19,99 	 $14,99 
OFF-PA-10002382	SUB_CAT-140	Eaton Note Cards, Premium	 $18,66 	 $16,24 
OFF-EN-10003069	SUB_CAT-150	Ames Mailers, Set of 50	 $35,85 	 $30,84 
FUR-BO-10000021	SUB_CAT-100	Dania Corner Shelving, Metal	 $121,53 	 $70,50 
FUR-CH-10004339	SUB_CAT-20	SAFCO Steel Folding Chair, Red	 $85,71 	 $68,58 
OFF-KIT-10002357	SUB_CAT-80	KitchenAid Blender, White	 $99,60 	 $52,80 
OFF-ST-10003858	SUB_CAT-110	Fellowes File CArte, Single Width	 $91,56 	 $80,58 
TEC-MA-10000029	SUB_CAT-90	Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner	 $69,99 	 $39,89 
OFF-SU-10000877	SUB_CAT-70	Acme Scissors, Easy Grip	 $27,06 	 $20,58 
FUR-FU-10004579	SUB_CAT-120	Deflect-O Door Stop, Duo Pack	 $43,22 	 $27,87 
OFF-AR-10003816	SUB_CAT-130	Binney & Smith Highlighters, Easy-Erase	 $11,24 	 $8,22 
TEC-MA-10004143	SUB_CAT-90	Konica Calculator, Wireless	 $51,63 	 $27,39 
OFF-AR-10004009	SUB_CAT-130	Boston Highlighters, Easy-Erase	 $19,14 	 $15,33 
TEC-AC-10002702	SUB_CAT-10	Enermax Keyboard, Bluetooth	 $83,46 	 $80,97 
TEC-HEW-10004937	SUB_CAT-40	Hewlett Fax Machine, Digital	 $319,56 	 $172,59 
OFF-AR-10002255	SUB_CAT-130	Newell 346	 $22,44 	 $21,33 
FUR-TA-10003451	SUB_CAT-50	Hon Coffee Table, Adjustable Height	 $212,06 	 $144,22 
TEC-AC-10002357	SUB_CAT-10	SanDisk Numeric Keypad, USB	 $35,44 	 $21,28 
OFF-AR-10001777	SUB_CAT-130	Binney & Smith Sketch Pad, Water Color	 $49,50 	 $33,18 
TEC-PH-10003353	SUB_CAT-30	Motorola Office Telephone, Cordless	 $74,61 	 $55,23 
FUR-FU-10002210	SUB_CAT-120	Tenex Clock, Black	 $50,25 	 $41,73 
OFF-HOO-10003820	SUB_CAT-80	Hoover Toaster, White	 $81,78 	 $53,16 
TEC-PH-10004830	SUB_CAT-30	Pyle PRT45 Retro Home Telephone	 $62,99 	 $44,72 
FUR-CH-10001204	SUB_CAT-20	Harbour Creations Steel Folding Chair, Red	 $97,89 	 $59,73 
FUR-CH-10003535	SUB_CAT-20	Global Armless Task Chair, Royal Blue	 $60,98 	 $50,61 
OFF-PA-10003796	SUB_CAT-140	Eaton Parchment Papel, 8.5 x 11	 $17,61 	 $14,10 
TEC-PH-10000289	SUB_CAT-30	Samsung Audio Dock, Full Size	 $112,08 	 $78,46 
OFF-AR-10001599	SUB_CAT-130	Binney & Smith Canvas, Blue	 $51,36 	 $41,61 
OFF-ST-10000643	SUB_CAT-110	Eldon Trays, Industrial	 $48,45 	 $25,68 
FUR-CH-10002774	SUB_CAT-20	Global Deluxe Stacking Chair, Gray	 $50,98 	 $36,20 
OFF-SU-10002649	SUB_CAT-70	Elite Shears, Serrated	 $43,71 	 $27,54 
FUR-ADV-10000190	SUB_CAT-120	Advantus Frame, Duo Pack	 $111,18 	 $58,95 
FUR-FU-10001436	SUB_CAT-120	Advantus Clock, Duo Pack	 $51,45 	 $45,30 
FUR-TA-10001866	SUB_CAT-50	Bevis Round Conference Room Mesas and Bases	 $179,29 	 $139,85 
OFF-SU-10000556	SUB_CAT-70	Kleencut Shears, Steel	 $30,78 	 $17,24 
TEC-AC-10004679	SUB_CAT-10	Enermax Flash Drive, Programmable	 $43,02 	 $27,54 
OFF-EN-10004820	SUB_CAT-150	Cameo Manila Envelope, Security-Tint	 $19,60 	 $15,50 
OFF-SU-10003804	SUB_CAT-70	Kleencut Shears, Easy Grip	 $48,39 	 $48,39 
TEC-PH-10001305	SUB_CAT-30	Panasonic KX TS208W Corded phone	 $48,99 	 $35,27 
OFF-ST-10004963	SUB_CAT-110	Eldon Gobal File Keepers	 $15,14 	 $14,53 
TEC-PH-10000490	SUB_CAT-30	Motorola Audio Dock, Full Size	 $174,66 	 $122,28 
TEC-BEL-10004386	SUB_CAT-10	Belkin Numeric Keypad, Bluetooth	 $57,96 	 $40,02 
OFF-EAT-10001025	SUB_CAT-140	Eaton Note Cards, Multicolor	 $30,72 	 $18,45 
OFF-EN-10002313	SUB_CAT-150	GlobeWeis Mailers, Recycled	 $37,35 	 $32,88 
OFF-ST-10001999	SUB_CAT-110	Tenex Folders, Wire Frame	 $22,29 	 $11,61 
FUR-DAN-10004745	SUB_CAT-100	Dania Corner Shelving, Traditional	 $122,07 	 $80,58 
OFF-EN-10004941	SUB_CAT-150	GlobeWeis Manila Envelope, Recycled	 $26,19 	 $19,14 
FUR-BO-10003647	SUB_CAT-100	Ikea Classic Bookcase, Pine	 $413,10 	 $404,85 
OFF-ST-10001025	SUB_CAT-110	Tenex Trays, Single Width	 $54,24 	 $33,63 
OFF-BI-10002225	SUB_CAT-60	Cardinal Binding Machine, Durable	 $35,96 	 $22,03 
TEC-PH-10001304	SUB_CAT-30	Apple Office Telephone, Cordless	 $45,42 	 $23,18 
OFF-EN-10004677	SUB_CAT-150	Jiffy Manila Envelope, Set of 50	 $26,01 	 $15,63 
FUR-TA-10003152	SUB_CAT-50	Lesro Round Table, Adjustable Height	 $454,20 	 $345,21 
FUR-FU-10000723	SUB_CAT-120	Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting	 $41,32 	 $37,60 
OFF-BI-10004924	SUB_CAT-60	Cardinal 3-Hole Punch, Economy	 $28,80 	 $15,84 
OFF-PA-10004665	SUB_CAT-140	Advantus Motivational Note Cards	 $13,10 	 $6,68 
TEC-MA-10004298	SUB_CAT-90	Panasonic Calculator, Durable	 $50,40 	 $49,92 
FUR-BO-10004935	SUB_CAT-100	Ikea Stackable Bookrack, Mobile	 $83,40 	 $56,72 
FUR-FU-10004139	SUB_CAT-120	Tenex Photo Frame, Duo Pack	 $34,60 	 $21,46 
TEC-CO-10001756	SUB_CAT-40	Canon Personal Copier, Color	 $96,12 	 $58,64 
OFF-ST-10000988	SUB_CAT-110	Fellowes Folders, Blue	 $26,40 	 $13,20 
OFF-ROG-10004949	SUB_CAT-110	Rogers Shelving, Industrial	 $62,61 	 $43,83 
TEC-MA-10002898	SUB_CAT-90	StArteech Printer, Durable	 $256,29 	 $194,79 
OFF-AR-10001708	SUB_CAT-130	Boston Sketch Pad, Blue	 $48,60 	 $38,40 
OFF-SU-10001762	SUB_CAT-70	Stiletto Shears, Easy Grip	 $49,71 	 $33,81 
OFF-AP-10001563	SUB_CAT-80	Belkin Premiere Surge Master II 8-outlet surge protector	 $48,58 	 $34,49 
OFF-AR-10001073	SUB_CAT-130	Sanford Markers, Easy-Erase	 $23,52 	 $14,82 
FUR-FU-10000776	SUB_CAT-120	Deflect-O Door Stop, Erganomic	 $28,38 	 $23,84 
OFF-LA-10004919	SUB_CAT-170	Smead Color Coded Etiquetas, Alphabetical	 $12,87 	 $9,27 
OFF-AP-10004425	SUB_CAT-80	Hoover Coffee Grinder, White	 $44,62 	 $25,44 
OFF-PA-10002539	SUB_CAT-140	SanDisk Cards & Sobres, Multicolor	 $33,22 	 $22,26 
FUR-FU-10002019	SUB_CAT-120	Eldon Photo Frame, Black	 $49,14 	 $38,81 
OFF-AP-10004756	SUB_CAT-80	Hamilton Beach Toaster, Red	 $57,51 	 $55,23 
FUR-FU-10001366	SUB_CAT-120	Advantus Photo Frame, Duo Pack	 $53,04 	 $32,91 
FUR-BO-10001888	SUB_CAT-100	Dania Floating Shelf Set, Pine	 $170,70 	 $112,68 
OFF-EN-10000328	SUB_CAT-150	Kraft Business Sobres, Set of 50	 $19,98 	 $12,39 
OFF-EN-10004190	SUB_CAT-150	Cameo Mailers, Security-Tint	 $27,04 	 $18,12 
TEC-PH-10003511	SUB_CAT-30	Samsung Speaker Phone, Full Size	 $124,53 	 $118,32 
FUR-FU-10003217	SUB_CAT-120	Tenex Frame, Durable	 $107,01 	 $82,41 
FUR-CH-10000694	SUB_CAT-20	Novimex Steel Folding Chair, Red	 $82,23 	 $64,14 
FUR-TA-10000355	SUB_CAT-50	Bevis Wood Table, with Bottom Almacenamiento	 $533,61 	 $490,95 
TEC-BEL-10002678	SUB_CAT-10	Belkin Memory Card, Erganomic	 $112,62 	 $56,31 
TEC-MOT-10002260	SUB_CAT-30	Motorola Office Telephone, Cordless	 $74,61 	 $55,23 
TEC-MEM-10001436	SUB_CAT-10	Memorex Memory Card, USB	 $102,48 	 $77,91 
TEC-PH-10003368	SUB_CAT-30	Samsung Signal Booster, Full Size	 $91,92 	 $77,22 
OFF-SU-10003160	SUB_CAT-70	Acme Ruler, High Speed	 $16,71 	 $16,05 
OFF-ST-10003956	SUB_CAT-110	Rogers Trays, Single Width	 $61,71 	 $57,42 
OFF-AR-10001546	SUB_CAT-130	Binney & Smith Sketch Pad, Easy-Erase	 $46,59 	 $39,63 
TEC-PH-10001382	SUB_CAT-30	Apple Office Telephone, Cordless	 $68,13 	 $34,08 
TEC-PH-10004570	SUB_CAT-30	Apple Speaker Phone, Cordless	 $126,15 	 $94,62 
TEC-AC-10003335	SUB_CAT-10	SanDisk Memory Card, Erganomic	 $110,22 	 $90,39 
TEC-MA-10001856	SUB_CAT-90	Okidata C610n Printer	 $649,00 	 $460,79 
TEC-AC-10001606	SUB_CAT-10	Logitech Wireless Performance Mouse MX for PC and Mac	 $99,99 	 $61,99 
OFF-PA-10001954	SUB_CAT-140	Xerox 1964	 $22,84 	 $12,33 
OFF-SU-10001308	SUB_CAT-70	Fiskars Trimmer, Serrated	 $39,00 	 $32,37 
OFF-SU-10003535	SUB_CAT-70	Elite Box Cutter, Easy Grip	 $36,51 	 $31,05 
TEC-MA-10001279	SUB_CAT-90	Panasonic Calculator, Wireless	 $50,28 	 $49,29 
TEC-CO-10001968	SUB_CAT-40	Sharp Ink, High-Speed	 $86,53 	 $70,23 
TEC-MA-10000560	SUB_CAT-90	StArteech Inkjet, Wireless	 $201,26 	 $100,64 
OFF-ST-10004280	SUB_CAT-110	Eldon Trays, Industrial	 $48,45 	 $48,45 
FUR-FU-10004459	SUB_CAT-120	Deflect-O Door Stop, Erganomic	 $42,57 	 $34,92 
TEC-AC-10000927	SUB_CAT-10	Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand 	 $29,99 	 $26,99 
OFF-PA-10004071	SUB_CAT-140	Eaton Premium Continuous-Feed Papel, 25% Cotton, Letter Size, White, 1000 Shts/Box	 $55,48 	 $28,85 
OFF-BI-10001895	SUB_CAT-60	Ibico Binding Machine, Economy	 $34,28 	 $21,26 
OFF-PA-10001033	SUB_CAT-140	Xerox 1893	 $40,99 	 $20,90 
OFF-SU-10003357	SUB_CAT-70	Fiskars Shears, Steel	 $47,04 	 $33,42 
TEC-MA-10001607	SUB_CAT-90	Konica Phone, Durable	 $86,31 	 $76,83 
TEC-AC-10004469	SUB_CAT-10	Microsoft Sculpt Comfort Mouse	 $39,95 	 $22,37 
FUR-BO-10001358	SUB_CAT-100	Bush 3-Shelf Cabinet, Traditional	 $95,58 	 $92,72 
OFF-ST-10003154	SUB_CAT-110	Fellowes Shelving, Industrial	 $58,32 	 $49,59 
FUR-TA-10004826	SUB_CAT-50	Bevis Training Table, Rectangular	 $332,55 	 $226,14 
OFF-EN-10004988	SUB_CAT-150	Cameo Mailers, Set of 50	 $25,44 	 $19,60 
OFF-AR-10002458	SUB_CAT-130	Stanley Canvas, Easy-Erase	 $49,74 	 $31,35 
TEC-BRO-10003380	SUB_CAT-40	Brother Copy Machine, Color	 $260,49 	 $229,26 
TEC-KON-10003211	SUB_CAT-90	Konica Inkjet, White	 $310,59 	 $192,57 
TEC-MA-10000170	SUB_CAT-90	Okidata Receipt Printer, White	 $80,88 	 $58,24 
FUR-FU-10003879	SUB_CAT-120	Advantus Frame, Erganomic	 $109,74 	 $74,64 
TEC-PH-10001061	SUB_CAT-30	Apple iPhone 5C	 $99,99 	 $73,99 
OFF-EN-10002728	SUB_CAT-150	GlobeWeis Interoffice Envelope, Set of 50	 $47,82 	 $36,84 
FUR-CH-10003396	SUB_CAT-20	Global Deluxe Steno Chair	 $76,98 	 $68,51 
TEC-PH-10001070	SUB_CAT-30	Samsung Headset, VoIP	 $73,29 	 $42,51 
TEC-MA-10004255	SUB_CAT-90	Konica Minolta magicolor 1690MF Multifunction Printer	 $39,99 	 $25,19 
OFF-AP-10000172	SUB_CAT-80	CuisinArte Toaster, Silver	 $54,21 	 $41,76 
OFF-BI-10002511	SUB_CAT-60	Avery 3-Hole Punch, Clear	 $27,33 	 $23,79 
OFF-PA-10001878	SUB_CAT-140	Xerox 1891	 $43,07 	 $26,49 
OFF-EN-10001375	SUB_CAT-150	GlobeWeis Mailers, with clear poly window	 $28,06 	 $17,40 
TEC-CO-10001142	SUB_CAT-40	Brother Ink, Digital	 $146,94 	 $110,22 
FUR-BO-10000895	SUB_CAT-100	Sauder Corner Shelving, Metal	 $148,05 	 $98,42 
OFF-SU-10001813	SUB_CAT-70	Kleencut Ruler, Easy Grip	 $15,18 	 $14,88 
TEC-AC-10001221	SUB_CAT-10	Memorex Memory Card, USB	 $68,32 	 $50,56 
FUR-ELD-10003479	SUB_CAT-120	Eldon Clock, Durable	 $53,55 	 $37,50 
OFF-BI-10000621	SUB_CAT-60	Ibico 3-Hole Punch, Economy	 $30,45 	 $15,54 
TEC-MA-10001187	SUB_CAT-90	Okidata Calculator, Wireless	 $34,86 	 $23,72 
OFF-AR-10002882	SUB_CAT-130	BIC Sketch Pad, Water Color	 $34,56 	 $33,18 
OFF-ST-10000035	SUB_CAT-110	Tenex Folders, Industrial	 $15,80 	 $15,50 
TEC-MA-10003185	SUB_CAT-90	Epson Phone, Red	 $78,12 	 $66,42 
OFF-PA-10000482	SUB_CAT-140	Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate	 $37,94 	 $20,11 
OFF-AR-10001714	SUB_CAT-130	Binney & Smith Markers, Fluorescent	 $25,35 	 $18,51 
OFF-BI-10002935	SUB_CAT-60	Wilson Jones Binder, Clear	 $12,48 	 $11,49 
OFF-ACM-10000476	SUB_CAT-70	Acme Letter Opener, Easy Grip	 $31,83 	 $22,92 
TEC-SAM-10003205	SUB_CAT-30	Samsung Audio Dock, VoIP	 $166,92 	 $123,54 
OFF-PA-10003823	SUB_CAT-140	Xerox 197	 $30,98 	 $17,04 
FUR-BO-10002042	SUB_CAT-100	Bush Classic Bookcase, Metal	 $274,76 	 $219,82 
OFF-ST-10001358	SUB_CAT-110	Rogers Folders, Wire Frame	 $29,76 	 $26,49 
OFF-BI-10004098	SUB_CAT-60	Acco 3-Hole Punch, Durable	 $31,62 	 $31,32 
OFF-SU-10001703	SUB_CAT-70	Fiskars Box Cutter, High Speed	 $35,52 	 $23,10 
OFF-ST-10001648	SUB_CAT-110	Tenex Shelving, Blue	 $54,66 	 $51,93 
TEC-AC-10003611	SUB_CAT-10	Memorex Flash Drive, Programmable	 $23,71 	 $16,13 
FUR-TA-10003469	SUB_CAT-50	Balt Split Level Computer Training Table	 $138,75 	 $116,55 
OFF-EN-10002873	SUB_CAT-150	Ames Interoffice Envelope, Recycled	 $43,92 	 $24,18 
FUR-TA-10004817	SUB_CAT-50	Lesro Coffee Table, with Bottom Almacenamiento	 $252,00 	 $194,04 
FUR-SAF-10000351	SUB_CAT-20	SAFCO Chairmat, Black	 $57,39 	 $54,54 
FUR-CH-10004312	SUB_CAT-20	Hon Bag Sillas, Set of Two	 $47,40 	 $36,03 
